198,KB Home,(803) 227-0387,"Columbia, SC 29212",1270 Bower Pkwy,General ContractorsHome BuildersAltering & Remodeling Contractors,none,none
199,Cohn Construction,(803) 699-1325,"Columbia, SC 29201",1556 Main St,General ContractorsSteel ErectorsMetal Buildings,none,none
200,iConstruct,(803) 466-7582,"Columbia, SC 29201",1237 Gadsden St,General ContractorsReal Estate DevelopersBuilding Contractors,none,none
201,Rea Contracting,(803) 786-9609,"Columbia, SC 29203",300 Monticello Trl,General ContractorsAltering & Remodeling ContractorsPaving Contractors,none,none
202,Loveless Commercial Contr Inc,(803) 796-5551,"Cayce, SC 29033",1821 State St,General ContractorsMetal BuildingsConcrete Contractors,(1),BBB Rating: A+
203,Applied Coating Systems,(803) 798-1853,"Columbia, SC 29210",519 Grenadier Dr,General ContractorsWaterproofing Contractors,(1),BBB Rating: A+
204,Miller-Valentine Group,(803) 798-3800,"Columbia, SC 29201",823 Gervais St Ste 200,General ContractorsReal Estate DevelopersPlumbers,none,none
205,Corley Construction,(803) 781-3127,"Irmo, SC 29063",366 Firetower Rd,General ContractorsAltering & Remodeling ContractorsGrading Contractors,none,none
206,Crescent Construction,(803) 781-1900,"Columbia, SC 29201",1416 Bluff Rd,General ContractorsHome ImprovementsRoofing Contractors,none,none
207,Bigham Cable Construction Co,(803) 828-4466,"West Columbia, SC 29170",303 Quartermaster St,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
208,The Lane Construction Corporatio N,(803) 791-5724,"West Columbia, SC 29172",3176 Charleston Hwy,General ContractorsGrading ContractorsAltering & Remodeling Contractors,none,none
209,Sloan Construction,(803) 217-3091,"Columbia, SC 29201",1401 Old Dairy Dr,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
210,South Eastern Construction,(803) 894-8865,"Pelion, SC 29123",256 Harvest Ct,General ContractorsBuilding SpecialtiesReal Estate Developers,none,none
211,Great Southern Homes,(803) 331-8505,"Irmo, SC 29063",105 Cedar Chase Ln,General ContractorsReal Estate DevelopersHome Builders,none,none
212,A Team Home Improvements LLP,(803) 370-4959,"Columbia, SC 29205",326 S Bull St,General ContractorsAltering & Remodeling Contractors,none,none
213,Clearwater Company Inc The,(803) 781-8364,"Columbia, SC 29212",1682 Lake Murray Blvd,General ContractorsBuilding Construction ConsultantsBuilding Specialties,none,none
214,Construction Services of,(803) 794-5591,"West Columbia, SC 29169",500 Greenwood Rd,General ContractorsBuilding Construction ConsultantsBuilding Contractors,none,none
215,Palmetto Design and Renovation Contractors,(803) 543-9662,"Irmo, SC 29063",123 Centrum Dr Ste 7,General ContractorsHome ImprovementsHome Repair & Maintenance,none,none
216,Pyramid Contracting,(803) 732-2050,"Irmo, SC 29063",1108 Lykes Ln,General ContractorsBuilding ContractorsPainting Contractors,none,none
217,Tnt Service,(803) 356-5162,"West Columbia, SC 29170",150 Culbreth Ln,General Contractors,none,none
218,Touchstone Inc,(803) 791-8555,"West Columbia, SC 29169",3743 Sunset Blvd,General ContractorsReal Estate DevelopersPlumbers,none,none
219,Westinghouse,(803) 822-5476,"West Columbia, SC 29170",375 Metropolitan Dr,General Contractors,none,none
220,North American Dismantling & Demolition,none,none,none,General ContractorsEnvironmental & Ecological ConsultantsGrading Contractors,none,none
221,W Construction,(803) 755-0137,"West Columbia, SC 29170",1535 Daniel Rd,General Contractors,none,none
222,Mount Valley Foundation Services,(803) 691-4400,"Cayce, SC 29033",2110 Commerce Dr,General ContractorsWater Damage RestorationProfessional Engineers,none,none
223,Mbkahn,(803) 400-2230,"West Columbia, SC 29172",735 Pine Ridge Dr,General Contractors,none,none
224,Stutts & Williams,(803) 851-6255,"Cayce, SC 29033",2245 Julius Felder St,General Contractors,none,none
225,Bryan Ford Contractors,(803) 796-5190,"West Columbia, SC 29172",1209 Starview Dr,General Contractors,none,none
226,Wallcraft Intext Contracting Common Corp,(803) 252-6598,"Columbia, SC 29203",4608 Catherine Ave,General Contractors,none,none
227,Cyber Woven,(803) 799-9539,"Columbia, SC 29201",1634 Main St,General Contractors,none,none
228,Acercamiento Hispano De,(803) 419-5112,"Columbia, SC 29203",827 Wildwood Ave,General ContractorsBuilding Specialties,none,none
229,"Palmetto Renovations of Columbia, INC",(803) 667-5433,"Columbia, SC 29205",1112 Harden St,General Contractors,none,none
230,Martin Engineering,(803) 781-1930,"Chapin, SC 29036",127 Stone Hill Rd,General Contractors,none,none
231,Lindler Construction Co Inc,(803) 256-2173,"Columbia, SC 29205",531 Edisto Ave,General ContractorsHome BuildersBuilding Contractors,none,none
232,Hurricane Builders,(803) 936-9686,"West Columbia, SC 29169",1049 Sunset Blvd,General ContractorsHome BuildersAltering & Remodeling Contractors,none,none
233,Starkey Construction,(803) 446-5641,"Columbia, SC 29212",419 Myton Rd,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
234,KJ Construction m,(803) 463-9421,"West Columbia, SC 29170",2902 Sandalwood Dr,General ContractorsBuilding ContractorsAltering & Remodeling Contractors,none,none
235,Hill Construction Co,(803) 720-9225,"Columbia, SC 29212",108 Park Terrace Dr,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
236,Master Construction,(803) 749-8841,"Irmo, SC 29063",7725 Saint Andrews Rd,General ContractorsBuilding Construction ConsultantsBuilding Contractors,none,none
237,Flournoy Construction,(803) 781-0724,"Irmo, SC 29063",1600 Marina Rd,General ContractorsBuilding Construction ConsultantsConstruction Management,none,none
238,Capitol City Homes,(803) 407-0370,"Irmo, SC 29063",10100 Broad River Rd,General ContractorsAltering & Remodeling ContractorsReal Estate Developers,none,none
239,Mac Con Inc,(803) 309-4390,"Gilbert, SC 29054",137 Cherry Ln,General ContractorsHome BuildersRoofing Contractors,none,none
240,Ballington Builders Inc,(803) 657-5817,"Gilbert, SC 29054",140 Harmon Pond Cir,General ContractorsBuilding Contractors-Commercial & IndustrialAltering & Remodeling Contractors,none,none
241,Solid Structure,(803) 926-0298,"West Columbia, SC 29169",2548 Morningside Dr,General ContractorsBuilding Contractors-Commercial & IndustrialBuilding Specialties,none,none
242,Ck Services Inc,(803) 781-4991,"Irmo, SC 29063",7321 Saint Andrews Rd,General ContractorsAltering & Remodeling ContractorsKitchen Planning & Remodeling Service,none,none
243,Mathews Construction Company Inc,(803) 749-3452,"Irmo, SC 29063",7401 Gibbes St,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
244,First Class Construction,(803) 926-1922,"Columbia, SC 29210",126 Suber Rd Ste B,General ContractorsConstruction ManagementHome Builders,none,none
245,Alltrade Construction,(803) 731-1004,"Columbia, SC 29210",105 Gateway Ln,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
246,Master Builders Construction,(803) 667-9471,"West Columbia, SC 29169",501 State St,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
247,Dutch Fork Construction,(803) 513-7215,"Irmo, SC 29063",240 Pat Ellisor Rd,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
248,Carmac Construction,(803) 783-0448,"Columbia, SC 29205",2214 Devine St,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
249,Conelly Builders Inc,(803) 731-0058,"Columbia, SC 29212",5608 Wescott Rd,General ContractorsBuilding ContractorsAltering & Remodeling Contractors,none,none
250,Celtic Works,(803) 251-4410,"Irmo, SC 29063",7436 Forest Ct Ste 102,General ContractorsHome BuildersBuilding Contractors,none,none
251,North American Dismantling & Demolition,none,none,none,General ContractorsEnvironmental & Ecological ConsultantsGrading Contractors,none,none
252,MSI Construction,(803) 796-3324,"West Columbia, SC 29169",500 Greenwood Rd,General ContractorsAltering & Remodeling ContractorsBuilding Construction Consultants,none,none
253,Penn Contracting,(803) 407-9724,"Irmo, SC 29063",1540 Dutch Fork Rd,General ContractorsAltering & Remodeling ContractorsBuilding Construction Consultants,none,none
254,Frady Services,(803) 237-4745,"West Columbia, SC 29169",251 Laurel Meadows Dr,General ContractorsAltering & Remodeling ContractorsElectricians,none,none
255,Columbia SC PM Group,(803) 939-9334,"West Columbia, SC 29169",1330 Whippoorwill Dr,General ContractorsHandyman ServicesBuilding Contractors-Commercial & Industrial,none,none
256,Mayfield W Thomas,(803) 781-7309,"Columbia, SC 29212",1726 Quail Vly E,General ContractorsAltering & Remodeling ContractorsHome Improvements,none,none
257,Prominent Homes,(803) 749-8600,"Irmo, SC 29063",1144 Moseley Ave,General ContractorsAltering & Remodeling ContractorsHome Improvements,none,none
258,Price Construction Sheet Metalroofing,(803) 939-0470,"West Columbia, SC 29169",705 Greenwood Rd,General ContractorsReal Estate DevelopersRoofing Contractors,none,none
259,Sentry Box SVC,(843) 532-4632,"West Columbia, SC 29169",108 Inview Rd,General ContractorsBuilding SpecialtiesTile-Contractors & Dealers,none,none
260,Aaron Guaranteed,(803) 764-6828,"West Columbia, SC 29169",1201 Sox St,General ContractorsRoofing Contractors,none,none
261,Sellers & Son Holding Company,(803) 791-0520,"Cayce, SC 29033",2001 Charleston Hwy,General ContractorsBuilding Contractors-Commercial & Industrial,none,none
262,Reeder John Remodeling & Repair,(803) 600-3937,"Gilbert, SC 29054",272 Isiah Hall Rd,General ContractorsAltering & Remodeling ContractorsHome Improvements,none,none
263,West Columbia Home Improvement,(803) 239-9244,"West Columbia, SC 29169",103 N 12th St,General ContractorsAltering & Remodeling Contractors,none,none
264,Harrelson T J Company The,(803) 799-5245,"Columbia, SC 29201",2300 Wayne St,General ContractorsPainting ContractorsRoofing Contractors,none,none
265,Mashburn Construction Inc,(803) 256-6891,"Columbia, SC 29201",1361 Key Rd,General ContractorsBuilding Contractors-Commercial & Industrial,none,none
266,Taurus Construction Company,(803) 739-2000,"West Columbia, SC 29170",1330 Methodist Park Rd,General ContractorsBuilding Construction ConsultantsBuilding Contractors,none,none
267,James O Casteen Jr Builder,(803) 794-6166,"West Columbia, SC 29169",2802 Klapman Rd,General ContractorsBuilding Contractors,none,none
268,Best Choice Construction,(803) 741-4191,"West Columbia, SC 29169",196 Danwood Dr,General ContractorsBuilding Construction ConsultantsBuilding Contractors,none,none
269,Fitts & Goodwin Inc,(803) 796-4660,"West Columbia, SC 29169",120 Corporate Blvd,General ContractorsBuilding Contractors,none,none
270,South 49 Construction Inc,(803) 828-3610,"Irmo, SC 29063",121 Centrum Dr,General ContractorsBuilding ContractorsMechanical Contractors,none,none
271,Shealy Construction Co,(803) 345-5215,"Chapin, SC 29036",3553 Wessinger Rd,General ContractorsBuilding Construction ConsultantsBuilding Contractors,none,none
272,Matthews Construction Co Inc,(803) 739-8099,"West Columbia, SC 29169",1606 D Ave,General ContractorsBuilding Construction ConsultantsBuilding Contractors,none,none
273,Sanchez Construction,(803) 600-1594,"Chapin, SC 29036",617 Mallard Dr,General ContractorsBuilding Construction ConsultantsBuilding Contractors,none,none
274,Sanchez Construction,(803) 936-0007,"Cayce, SC 29033",2334 Charleston Hwy,General ContractorsReal Estate DevelopersBuilding Contractors,none,none
275,B3 Construction,(803) 413-7653,"Gilbert, SC 29054",112 Centerville Rd,General ContractorsBuilding Construction ConsultantsBuilding Contractors,none,none
276,Greenergy HC,(803) 997-1291,"Columbia, SC 29210",2012 Driftwood Dr,General ContractorsBuilding Contractors,none,none
277,L & L Enterprises Inc,(803) 429-2390,"Columbia, SC 29210",2329 Hertford Dr,General ContractorsBuilding Construction ConsultantsBuilding Contractors,none,none
278,Four Builders Plus,(803) 926-0705,"Cayce, SC 29033",915 Holland Ave,General ContractorsReal Estate DevelopersBuilding Contractors,none,none
279,Hess Construction,(803) 732-8900,"Irmo, SC 29063",2023 Hollingshed Rd,General ContractorsBuilding Construction ConsultantsBuilding Contractors,none,none
280,Capital Group,(803) 513-4247,"Columbia, SC 29201",1200 Main St Fl 9,General ContractorsBuilding Contractors,none,none
281,C.J.E. Construction,(803) 587-1171,"Gaston, SC 29053",1567 Busbee Rd,General ContractorsBuilding Contractors,none,none
282,North American Dismantling & Demolition,none,none,none,General ContractorsEnvironmental & Ecological ConsultantsGrading Contractors,none,none
283,Lindler Construction Co Inc,(803) 256-2173,"Columbia, SC 29205",531 Edisto Ave,General ContractorsHome BuildersBuilding Contractors,none,none
284,Starkey Construction,(803) 446-5641,"Columbia, SC 29212",419 Myton Rd,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
285,Mathews Construction Company Inc,(803) 749-3452,"Irmo, SC 29063",7401 Gibbes St,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
286,First Class Construction,(803) 926-1922,"Columbia, SC 29210",126 Suber Rd Ste B,General ContractorsConstruction ManagementHome Builders,none,none
287,Alltrade Construction,(803) 731-1004,"Columbia, SC 29210",105 Gateway Ln,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
288,Carmac Construction,(803) 783-0448,"Columbia, SC 29205",2214 Devine St,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
289,Celtic Works,(803) 251-4410,"Irmo, SC 29063",7436 Forest Ct Ste 102,General ContractorsHome BuildersBuilding Contractors,none,none
290,Four Builders Plus,(803) 926-0705,"Cayce, SC 29033",915 Holland Ave,General ContractorsReal Estate DevelopersBuilding Contractors,none,none
291,Capital Group,(803) 513-4247,"Columbia, SC 29201",1200 Main St Fl 9,General ContractorsBuilding Contractors,none,none
292,William D Camp Inc.,(803) 360-6213,"West Columbia, SC 29170",114 Shelton Ct,General Contractors,none,none
293,Hardy Corporation Lmc,(803) 796-4126,"West Columbia, SC 29169",2413 Leaphart Rd,General ContractorsMechanical Contractors,none,none
294,Columbia Collier,(803) 772-6075,"Columbia, SC 29210",800 Dutch Square Blvd,General Contractors,none,none
295,Pine Ridge Specialty Services,(803) 657-7971,"Gilbert, SC 29054",257 Westfork Rd,General Contractors,none,none
296,Metcon 1415,(803) 254-5255,"Columbia, SC 29201",1415 Park St,General Contractors,none,none
297,Shealy C R & Son Inc,(803) 781-7331,"Irmo, SC 29063",1201 Old Brickyard Rd,General ContractorsHome Improvements,none,none
298,Sox & Sons Construction Co Inc,(803) 796-9349,"West Columbia, SC 29170",3000 Hookdale Rd,General ContractorsBuilding Contractors-Commercial & IndustrialHome Builders,none,none
299,Brownstone Construction Group,(803) 376-6044,"Columbia, SC 29201",1310 Lady St Ste 200,General ContractorsReal Estate DevelopersConstruction Management,none,none
300,Patton General Contracting Columbia,(803) 216-0225,"Columbia, SC 29210",1404 Saint Andrews Rd,General ContractorsReal Estate DevelopersSiding Contractors,none,none
301,Coogler Construction Company Inc,(803) 781-7411,none,none,General ContractorsGrading ContractorsHome Builders,none,none
302,Seamless Solutions,(803) 361-5988,"Columbia, SC 29204",none,General Contractors,(1),none
303,Boyer Commercial Construction,(803) 540-3410,"Columbia, SC 29209",4500 Fort Jackson Blvd,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
304,Dewey's Service,(803) 776-1617,"Columbia, SC 29209",101 Leventis Dr,General ContractorsAluminumBrass,none,none
305,Hollis Plumbing Co Inc,(803) 754-6239,"Blythewood, SC 29016",11113 Wilson Blvd,General ContractorsBuilding ContractorsPlumbers,none,none
306,Smith Constructors & Engineers,(803) 345-9566,"Chapin, SC 29036",246 Columbia Ave,General ContractorsBuilding Contractors-Commercial & Industrial,none,none
307,C Simmons Construction Inc,(803) 469-7483,"Sumter, SC 29150",none,General ContractorsGrading ContractorsPaving Contractors,none,none
308,Able James And Sons Asphalt Service,(803) 712-4374,"Ridgeway, SC 29130",none,General ContractorsExcavation ContractorsBuilding Contractors,none,none
309,Luna,(877) 346-8730,"Columbia, SC 29201",none,General Contractors,none,none
310,P G C & E,(803) 754-1090,"Columbia, SC 29203",5307 N Main St,General Contractors,none,none
311,Rabon Frank Jr Construction Co,(803) 438-1075,"Lugoff, SC 29078",250 Kinard Rd,General ContractorsBuilding ContractorsConstruction & Building Equipment,none,none
312,Air Compressor Sales,(864) 296-8885,none,none,General ContractorsConstruction & Building EquipmentBuilding Contractors,none,none
313,North American Dismantling & Demolition,none,none,none,General ContractorsEnvironmental & Ecological ConsultantsGrading Contractors,none,none
314,C R W Investment Co,(803) 791-0520,"Cayce, SC 29033",2001 Charleston Hwy,General Contractors,none,none
315,Ajs Construction,(803) 920-5306,"West Columbia, SC 29171",Po Box 3198,General ContractorsReal Estate Developers,none,none
316,Hercules Contractors Engineers Mc,(803) 796-9300,"Cayce, SC 29033",1300 12th St,General ContractorsConsulting EngineersProfessional Engineers,none,none
317,Cedar Point Investments Inc,(803) 749-6900,"Irmo, SC 29063",411 Western Ln,General ContractorsBuilding Specialties,none,none
318,International Procurement,(803) 407-2661,"Irmo, SC 29063",308 Audubon Oaks Way,General Contractors,none,none
319,Medneed Of South Carolina,(803) 622-7827,"Cayce, SC 29033",121 Oak Ln,General ContractorsBuilding Specialties,none,none
320,Ked Group,(803) 447-6287,"Columbia, SC 29210",1742 Omarest Dr,General ContractorsBuilding Specialties,none,none
321,Mv Commercial Construction,(803) 936-9109,"West Columbia, SC 29172",810 Bistline Dr,General ContractorsReal Estate Developers,none,none
322,Timmons Contracting Inc,(803) 749-2101,"Chapin, SC 29036",1121 Old Rd,General Contractors,none,none
323,Cirtemo Corp,(803) 467-4189,"Cayce, SC 29033",618 Naples Ave,General ContractorsBuilding Specialties,none,none
324,Pine Ridge Specialty Services,(803) 657-7971,"Gilbert, SC 29054",257 Westfork Rd,General Contractors,none,none
325,Ben Stern Const,(803) 739-4550,"West Columbia, SC 29169",121 Alexander Rd,General Contractors,none,none
326,G Meetze Construction,(803) 345-5888,"Irmo, SC 29063",1720 Dutch Fork Rd Ste G,General Contractors,none,none
327,Sloan Construction,(803) 794-2328,"Cayce, SC 29033",600 Taylor St,General Contractors,none,none
328,McCrory Construction,(803) 791-1881,"West Columbia, SC 29172",120 Saxe Gotha Rd,General Contractors,none,none
329,Richland North Inc,(803) 799-1238,"Columbia, SC 29203",100 Kensington Rd,General ContractorsBuilding Specialties,none,none
330,Buchanan Construction Services Inc,(803) 929-1947,"Columbia, SC 29201",207 Gervais St,General ContractorsReal Estate Developers,none,none
331,Metcon 1415,(803) 254-5255,"Columbia, SC 29201",1415 Park St,General Contractors,none,none
332,South Carolina Hiv/Aids CNCL,(803) 254-6644,"Columbia, SC 29201",1115 Calhoun St,General ContractorsBuilding Specialties,none,none
333,Sustainable Midlands,(803) 381-8747,"Columbia, SC 29201",701 Whaley St,General ContractorsBuilding Specialties,none,none
334,South Carolina Hydrogen & Fuel,(803) 737-8031,"Columbia, SC 29201",1200 Senate St Ste 406,General ContractorsBuilding Specialties,none,none
335,Safebuilt,(803) 748-1304,"Columbia, SC 29201",1201 Main St,General ContractorsBuilding Specialties,none,none
336,Engenuitysc Inc,(803) 708-0876,"Columbia, SC 29201",1201 Main St,General ContractorsBuilding Specialties,none,none
337,City Center Partnership Inc,(803) 233-0620,"Columbia, SC 29201",1201 Main St Ste 150,General ContractorsBuilding Specialties,none,none
338,Csa,(803) 744-6867,"Columbia, SC 29201",1333 Main St,General ContractorsBuilding Specialties,none,none
339,Medco Technology,(803) 312-9981,"Columbia, SC 29201",1320 Main St,General ContractorsBuilding Specialties,none,none
340,Brownstone General Contractors,(843) 323-4251,"Columbia, SC 29201",1213 Lady St,General Contractors,none,none
341,Dogwood Creek Construction,(803) 673-2678,"Chapin, SC 29036",653 Lake Tide Dr,General Contractors,none,none
342,Children's Trust Of South Carolina,(803) 733-5430,"Columbia, SC 29201",1330 Lady St,General ContractorsBuilding Specialties,none,none
343,Health Sciences South Carolina,(803) 576-5925,"Columbia, SC 29201",1301 Gervais St,General ContractorsBuilding Specialties,none,none
344,North American Dismantling & Demolition,none,none,none,General ContractorsEnvironmental & Ecological ConsultantsGrading Contractors,none,none
345,Lane Construction Corporation Lane Construction Corporation,(803) 786-9609,"Columbia, SC 29203",300 Monticello Trl,General Contractors,none,none
346,Lanier Redi-Mix,(803) 796-5661,"Gaston, SC 29053",4016 Highway 321,General Contractors,none,none
347,Landmark Builders of Sc,(803) 661-9920,"Columbia, SC 29201",1404 Gervais St,General ContractorsReal Estate Developers,none,none
348,Gilbane,(803) 253-7523,"Columbia, SC 29201",614 Sumter St,General Contractors,none,none
349,Hba Of South Carolina,(803) 256-6238,"Columbia, SC 29201",1419 Pendleton St,General ContractorsBuilding Specialties,none,none
350,South Carolina Hiv/Aids Council,(803) 254-2209,"Columbia, SC 29201",1813 Laurel St,General ContractorsBuilding Specialties,none,none
351,Builders Home,(803) 497-3197,"Columbia, SC 29201",1801 Taylor St,General ContractorsReal Estate Developers,none,none
352,Senn Brothers Inc,(803) 252-8723,"Columbia, SC 29201",1001 Bluff Rd,General ContractorsBuilding Specialties,none,none
353,Shealy C R & Son Inc,(803) 781-7331,"Irmo, SC 29063",1201 Old Brickyard Rd,General ContractorsHome Improvements,none,none
354,Martin Engineering Inc,(803) 781-1930,"Chapin, SC 29036",Stonehill Rd White Rock,General Contractors,none,none
355,Avantech Inc,(803) 407-7171,"Columbia, SC 29203",95 Sunbelt Blvd,General ContractorsBuilding Specialties,none,none
356,Wallace Construction,(803) 758-0080,"Columbia, SC 29250",Po Box 50141,General Contractors,none,none
357,Advent Innovations Ltd Co,(480) 234-5267,"Irmo, SC 29063",612 Dutchmans Creek Trl,General ContractorsBuilding Specialties,none,none
358,Ramsey Contracting Inc,(803) 932-4991,"Irmo, SC 29063",116 Will Richardson Cir,General Contractors,none,none
359,Mercy Contracting,(803) 645-1936,"Columbia, SC 29204",2046 Two Notch Rd,General Contractors,none,none
360,Complete Contractor Services,(803) 929-0056,"Columbia, SC 29201",2219 Bull St,General ContractorsFire & Water Damage RestorationHome Builders,(2),none
361,Motley Construction,(803) 765-0909,"Columbia, SC 29204",2601 Read St,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
362,Arnold Construction,(803) 731-4321,"Columbia, SC 29201",800 Gervais St,General ContractorsReal Estate DevelopersPlumbers,none,none
363,Villager Construction Inc,(803) 256-0201,"Columbia, SC 29201",1338 Old Dairy Dr,General ContractorsReal Estate Developers,none,none
364,Woodworkers Construction Co Inc,(803) 929-0108,"Columbia, SC 29201",2219 Bull St,General ContractorsAltering & Remodeling ContractorsBuilding Construction Consultants,none,none
365,Lyn-Rich Contracting Company Inc,(803) 796-2933,"West Columbia, SC 29170",1135 Baywater Dr,General ContractorsBuilding Construction ConsultantsBuilding Specialties,none,none
366,Bardin Builders Inc,(803) 791-4111,"West Columbia, SC 29169",108 Inview Rd,General ContractorsAltering & Remodeling ContractorsBuilding Construction Consultants,none,none
367,Vip,(803) 731-7977,"Columbia, SC 29210",652 Bush River Rd Ste G,General ContractorsBuilding ContractorsAltering & Remodeling Contractors,none,none
368,Palmetto Design Associates,(803) 755-3047,"West Columbia, SC 29172",636 Pine Ridge Dr Ste C,General ContractorsBuilding Contractors-Commercial & IndustrialAltering & Remodeling Contractors,none,none
369,Integrity Builders & Remodelers Inc,(803) 771-0240,"Columbia, SC 29205",514 Saluda Ave,General ContractorsHome ImprovementsHome Builders,none,none
370,Sox & Sons Construction Co Inc,(803) 796-9349,"West Columbia, SC 29170",3000 Hookdale Rd,General ContractorsBuilding Contractors-Commercial & IndustrialHome Builders,none,none
371,Walbridge,(803) 945-2228,"Columbia, SC 29201",1201 Main St,General ContractorsDeck BuildersGarages-Building & Repairing,none,none
372,Commercial Building Services,(803) 765-0607,"Columbia, SC 29201",1208 Franklin St,General ContractorsAltering & Remodeling ContractorsBuilding Construction Consultants,none,none
373,Brownstone Construction Group,(803) 376-6044,"Columbia, SC 29201",1310 Lady St Ste 200,General ContractorsReal Estate DevelopersConstruction Management,none,none
374,Metro Contracting Inc,(803) 343-5646,"Columbia, SC 29201",1206 Scott St,General ContractorsBuilding Contractors,none,none
375,North American Dismantling & Demolition,none,none,none,General ContractorsEnvironmental & Ecological ConsultantsGrading Contractors,none,none
376,Tri Rivers Homes & Renovations,(803) 731-4345,"Columbia, SC 29210",112 Willow Winds Dr,General Contractors,none,none
377,American Contractors Exam Services,(803) 227-0352,"West Columbia, SC 29169",2253 Sunset Blvd,General Contractors,none,none
378,Half Moon Contractors,(803) 753-1400,"Columbia, SC 29210",736d Saint Andrews Rd # 134,General ContractorsHome ImprovementsWater Damage Restoration,none,none
379,Trussell Bros Construction Co Inc,(803) 781-4047,"Columbia, SC 29212",8024 Irmo Dr,General ContractorsSewer Contractors,none,none
380,Patton General Contracting Columbia,(803) 216-0225,"Columbia, SC 29210",1404 Saint Andrews Rd,General ContractorsReal Estate DevelopersSiding Contractors,none,none
381,Broadcast Services & Equipment,(803) 791-1653,"Columbia, SC 29202",Po Box 2522,General Contractors,none,none
382,R C R Commercial Contractors Inc,(803) 518-0575,none,none,General ContractorsBuilding Contractors,none,none
383,Seamless Solutions,(803) 361-5988,"Columbia, SC 29204",none,General Contractors,(1),none
384,Wheeler Construction,(803) 351-2069,"Columbia, SC 29205",709 Woodrow St # 117,General ContractorsBuilding Construction ConsultantsBuilding Contractors,(1),none
385,3g Construction and Development Group,(803) 754-7830,"Columbia, SC 29203",6209 N Main St,General ContractorsReal Estate DevelopersPlumbers,none,none
386,Sumwalt Associates,(803) 787-8717,"Columbia, SC 29204",3800 Forest Dr,General ContractorsAltering & Remodeling ContractorsBuilding Contractors,none,none
387,T & H Construction Co Inc,(803) 776-6010,"Columbia, SC 29209",6101 Hampton Ridge Rd,General ContractorsAltering & Remodeling ContractorsBuilding Construction Consultants,none,none
388,Biltmore Homes,(803) 786-9782,"Columbia, SC 29223",5847 Shakespeare Rd,General ContractorsHome Builders,none,none
389,Aqa International,(803) 779-8150,"Columbia, SC 29223",501 Commerce Dr NE,General ContractorsBuilding Specialties,none,none
390,"ECS Construction, LLC",(803) 622-5383,"Columbia, SC 29209",803 Forest Park Rd,General Contractors,none,none
391,Truevision Builders Inc.,(877) 370-5967,"Columbia, SC 29221",none,General Contractors,none,none
392,Miller Contracting,(803) 518-8990,"Columbia, SC 29201",none,General Contractors,none,none
393,Jmac General Contractor,(803) 447-1791,"Columbia, SC 29201",none,General Contractors,none,none
394,Construction Dynamics Incorporated,(803) 754-3395,none,none,General ContractorsBuilding SpecialtiesConstruction Management,none,none
395,Dow Construction Co.,(803) 240-2569,"Columbia, SC 29229",none,General ContractorsBathroom RemodelingRoofing Contractors,(2),BBB Rating: A+
396,Master Construction Company,(803) 345-8088,"Chapin, SC 29036",115 Birchtrace Ct,General ContractorsReal Estate DevelopersBuilding Contractors-Commercial & Industrial,none,none
397,Kelly Rebar Contractor Inc,(803) 782-0120,"Columbia, SC 29204",4015 Forest Dr Ste 201,General ContractorsAltering & Remodeling ContractorsBuilding Contractors,none,none
398,MB Kahn Construction Co Inc,(803) 735-9096,"Columbia, SC 29203",6407 Fairfield Rd,General ContractorsGarages-Building & RepairingAltering & Remodeling Contractors,none,none
399,Decks Plus,(803) 748-8859,"Columbia, SC 29201",1127 Blair Rd,General ContractorsAltering & Remodeling ContractorsPatio Builders,none,none
400,Plans Unlimited Construction,(803) 553-2080,"Columbia, SC 29209",141 Pelham Dr # F143,General ContractorsDrainage ContractorsAltering & Remodeling Contractors,none,none
401,Mb Kahn Construction Co Inc,(803) 738-1169,"Columbia, SC 29204",3321 Forest Dr,General ContractorsGarages-Building & RepairingAltering & Remodeling Contractors,none,none
402,W Conrad Construction Inc,(803) 779-0029,"Columbia, SC 29204",3058 Lindenwood Dr,General ContractorsAltering & Remodeling ContractorsBuilding Construction Consultants,none,none
403,Coleman Construction Company,(803) 787-1309,"Columbia, SC 29204",4015 Forest Dr Ste 202,General ContractorsHome BuildersBuilding Contractors,none,none
404,Boyer Commercial Construction,(803) 540-3410,"Columbia, SC 29209",4500 Fort Jackson Blvd,General ContractorsHome BuildersBuilding Contractors-Commercial & Industrial,none,none
